URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.3.1",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","Questionnaire/CuestionarioESAVI","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/questionnaire-answers-status,4.0.1,draft,"required",QuestionnaireResponseStatus,QuestionnaireResponseStatus,"Lifecycle status of the questionnaire response.","StructureDefinition/ESAVIQuestionnaireResponse","hl7.fhir.r4.core"
https://paho.org/fhir/esavi/ValueSet/ClasificacionDesenlaceNaranjoVS,0.1.44,active,,ClasificacionDesenlaceNaranjoVS,Naranjo Causality Classification,"Naranjo causality classification method","Questionnaire/CuestionarioESAVI","Internal"
https://paho.org/fhir/esavi/ValueSet/ClasificacionDesenlaceVS,0.1.44,active,,ClasificacionDesenlaceVS,Outcomes After ESAVI,"Classification of Outcome After Suffering ESAVI","Questionnaire/CuestionarioESAVI","Internal"
https://paho.org/fhir/esavi/ValueSet/ClasificacionDesenlaceWHOAEFIVS,0.1.44,active,,ClasificacionDesenlaceWHOAEFIVS,WHO-AEFI causality classification,"WHO-AEFI causality classification method","Questionnaire/CuestionarioESAVI","Internal"
https://paho.org/fhir/esavi/ValueSet/ClassificacionDesenlaceWHOUMCVS,0.1.44,active,,ClassificacionDesenlaceWHOUMCVS,WHO-UMC Causality Classification,"WHO-UMC causality classification method",,"Internal"
https://paho.org/fhir/esavi/ValueSet/CodeMedDRAEnfPreviaVS,0.1.44,active,,CodigoMedDRAEnfPreviaVS,MedDRA codes to represent previous diseases in an ESAVI-PAHO,"Describes the previous diseases in an ESAVI coded in MedDRA",,"hl7.terminology.r4"
https://paho.org/fhir/esavi/ValueSet/CodeNoWhoVacunaVS,0.1.44,active,,CodigoNoWhoVacunaVS,Non-WHODrug Vaccine Code,"Vaccine non-WHODrug code",,"SCT"
https://paho.org/fhir/esavi/ValueSet/CodeWhoVacunaVS,0.1.44,active,,CodigoWhoVacunaVS,WHODrug code for the vaccine,"Standardized Coding of the Vaccine Code according to WhoDrug",,"Other"
https://paho.org/fhir/esavi/ValueSet/CodigoMedicamentoVS,0.1.44,active,,CodigoMedicamentoVS,Medication Code,"Medication Code","Questionnaire/CuestionarioESAVI","SCT"
https://paho.org/fhir/esavi/ValueSet/CodigoWhoFAbricanteVS,0.1.44,active,,CodigoWhoFabricanteVS,Vaccine Manufacturers,"WHO Vaccine Manufacturer Codes",,"Internal"
https://paho.org/fhir/esavi/ValueSet/CodigosEnfPreviaVS,0.1.44,active,,CodigosEnfPreviaVS,Previous illnesses in an ESAVI-PAHO,"Describes the previous diseases in an ESAVI coded in ICD10, ICD11 or SNOMED CT",,"SCT,hl7.terminology.r4"
https://paho.org/fhir/esavi/ValueSet/ComplicacionEmbarazoMedDRAVS,0.1.44,active,,ComplicacionEmbarazoMedDRAVS,MEDDRA Codes Complications in Pregnancy ESAVI,"Standardized coding of diagnoses of pregnancy complications using MedDRA codes","Questionnaire/CuestionarioESAVI","hl7.terminology.r4"
https://paho.org/fhir/esavi/ValueSet/ComplicacionEmbarazoOtrosVS,0.1.44,active,,ComplicacionEmbarazoOtrosVS,Other ESAVI Pregnancy Complications Codes,"Standardized coding of diagnoses of pregnancy complications using Snomed and ICD-10 codes",,"SCT,hl7.terminology.r4"
https://paho.org/fhir/esavi/ValueSet/ComplicacionEmbarazoVS,0.1.44,active,,ComplicacionEmbarazoVS,Pregnancy Complications,"Set of Values for the ESAVI Pregnancy Complications Section","Questionnaire/CuestionarioESAVI","Internal"
https://paho.org/fhir/esavi/ValueSet/DirOrgNotiVS,0.1.44,active,,DirOrgNotiVS,PAHO Codes for Addresses,"Set of Values for direction according to OPS","Questionnaire/CuestionarioESAVI","Internal"
https://paho.org/fhir/esavi/ValueSet/EsaviMedDRAVS,0.1.44,active,,EsaviMedDRAVS,MedDRA Code of the Reported Adverse Event,"MedDRA Code of the Reported Adverse Event","Questionnaire/CuestionarioESAVI","hl7.terminology.r4"
https://paho.org/fhir/esavi/ValueSet/EsaviOtroVS,0.1.44,active,,EsaviOtroVS,Other Adverse Event Codes,"Adverse event in another system according to Snomed and ICD-10","Questionnaire/CuestionarioESAVI","SCT"
https://paho.org/fhir/esavi/ValueSet/FormaFarmaceuticaVS,0.1.44,active,,FormaFarmaceuticaVS,Identification of Pharmaceutical Forms,"Describes and lists the pharmaceutical forms of medications for registration in ESAVI according to SNOMED CT","Questionnaire/CuestionarioESAVI","SCT"
https://paho.org/fhir/esavi/ValueSet/ModoConfirmacionInfeccionVS,0.1.44,active,,ModoConfirmacionInfeccionVS,COVID-19 Infection Confirmation Modes,"Modes of Confirmation of COVID-19 Infection","Questionnaire/CuestionarioESAVI","Internal"
https://paho.org/fhir/esavi/ValueSet/ModoVerificacionVacunaVS,0.1.44,active,,ModoVerificacionVacunaVS,Previous Vaccine Verification Modes,"Vaccine Verification Modes or Completed Vaccination Schedule","Questionnaire/CuestionarioESAVI","Internal"
https://paho.org/fhir/esavi/ValueSet/ProfesionalNotificadorVS,0.1.44,active,,ProfesionalNotificadorVS,Type of Notifying Professional,"ESAVI Notifier Type Codes for PAHO","Questionnaire/CuestionarioESAVI","Internal"
https://paho.org/fhir/esavi/ValueSet/RespuestaSiNoNoSabeVS,0.1.44,active,,RespuestaSiNoNoSabeVS,Simple Answers,"Codes to capture simple yes/no/don't know responses",,"Internal"
https://paho.org/fhir/esavi/ValueSet/SistemaClasfCausalidadVS,0.1.44,active,,SistemaClasfCausalidadVS,Type of Causality Classification Method,"Codes for Types and Causality Classification Methods","Questionnaire/CuestionarioESAVI","Internal"
https://paho.org/fhir/esavi/ValueSet/SistemasDeCodificacionVS,0.1.44,active,,SistemasDeCodificacionVS,Coding Systems,"Coding Systems for Code Determination","Questionnaire/CuestionarioESAVI","Internal"
